Game ID,Date,Home Team,Away Team,Outcome,home_points-per-game,home_true-shooting-percentage,home_offensive-rebounds-per-game,home_defensive-rebounds-per-game,home_steals-per-game,home_assist--per--turnover-ratio,home_personal-fouls-per-game,home_win-pct-all-games,away_points-per-game,away_true-shooting-percentage,away_offensive-rebounds-per-game,away_defensive-rebounds-per-game,away_steals-per-game,away_assist--per--turnover-ratio,away_personal-fouls-per-game,away_win-pct-all-games
273,11/25/22,New York Knicks,Portland Trail Blazers,0,113.3,109.5,12.4,33.8,7.4,1.652,21.7,0.500,109.2,114.7,10.4,32.1,7.1,1.469,19.2,0.556
274,11/25/22,Boston Celtics,Sacramento Kings,1,119.7,122.9,7.9,34.3,5.6,2.013,20.6,0.778,120.0,121.4,7.8,33.2,7.2,1.889,21.2,0.588
275,11/25/22,Houston Rockets,Atlanta Hawks,1,108.6,108.5,13.2,32.6,7.9,1.217,20.8,0.177,114.4,109.5,11.5,34.1,7.3,1.867,20.4,0.611
276,11/25/22,Indiana Pacers,Brooklyn Nets,1,115.9,114.9,11.2,32.4,7.5,1.730,21.7,0.588,111.4,118.8,7.7,32.6,7.3,1.818,21.7,0.474
277,11/25/22,Memphis Grizzlies,New Orleans Pelicans,1,114.1,109.3,13.7,34.6,7.1,1.669,19.9,0.556,117.6,116.3,11.4,33.4,8.5,1.897,19.7,0.611
278,11/25/22,Miami Heat,Washington Wizards,1,108.5,111.7,9.5,31.2,7.6,1.690,19.2,0.421,108.4,112.0,9.2,35.9,6.1,1.733,19.6,0.556
279,11/25/22,Milwaukee Bucks,Cleveland Cavaliers,1,111.5,109.2,12.2,37.2,7.3,1.563,19.1,0.706,115.5,118.8,10.1,34.0,5.9,1.621,20.4,0.667
280,11/25/22,Oklahoma City Thunder,Chicago Bulls,1,116.9,111.6,11.6,32.6,7.9,1.853,22.6,0.389,111.5,114.4,9.8,33.1,7.8,1.643,20.0,0.444
281,11/25/22,San Antonio Spurs,Los Angeles Lakers,0,110.1,110.4,11.4,30.3,7.3,1.670,19.0,0.316,110.7,110.1,9.3,35.9,7.1,1.598,19.4,0.313
282,11/25/22,Phoenix Suns,Detroit Pistons,1,115.1,114.9,11.5,31.5,7.5,2.039,21.8,0.647,110.2,109.1,11.4,31.4,6.7,1.527,23.0,0.250
283,11/25/22,Golden State Warriors,Utah Jazz,1,116.2,118.4,8.7,32.9,7.4,1.733,23.4,0.474,117.4,115.9,12.3,31.9,7.5,1.728,21.8,0.600
284,11/25/22,Los Angeles Clippers,Denver Nuggets,0,106.2,114.9,7.6,34.9,6.8,1.380,20.3,0.579,114.5,117.8,10.6,33.6,7.1,1.757,19.2,0.611
285,11/26/22,Toronto Raptors,Dallas Mavericks,1,111.7,108.3,13.7,30.6,10.4,1.785,20.7,0.500,109.2,114.9,8.0,30.7,8.3,1.637,20.6,0.529
286,11/26/22,Houston Rockets,Oklahoma City Thunder,1,109.7,109.2,13.7,32.9,7.9,1.211,21.3,0.222,117.2,111.6,11.5,32.9,7.9,1.853,22.5,0.421
287,11/26/22,San Antonio Spurs,Los Angeles Lakers,0,109.3,109.1,11.8,30.3,7.5,1.653,19.0,0.300,110.4,110.3,9.4,36.1,7.4,1.571,19.2,0.353
288,11/26/22,Phoenix Suns,Utah Jazz,1,114.7,114.5,11.5,31.6,7.5,2.033,21.6,0.667,117.4,115.7,12.4,31.7,7.7,1.745,21.5,0.571
289,11/27/22,Brooklyn Nets,Portland Trail Blazers,1,111.7,119.2,7.6,32.7,7.0,1.793,22.1,0.450,110.4,115.1,10.5,32.2,6.9,1.485,19.5,0.579
290,11/27/22,Minnesota Timberwolves,Golden State Warriors,0,114.0,115.6,9.8,34.5,8.1,1.643,22.2,0.526,116.8,118.7,9.1,32.9,7.4,1.723,23.0,0.500
291,11/27/22,Los Angeles Clippers,Indiana Pacers,1,106.1,115.3,7.4,34.7,6.6,1.388,20.3,0.550,116.6,115.4,10.9,32.6,7.8,1.767,21.1,0.611
292,11/27/22,Atlanta Hawks,Miami Heat,0,114.8,110.1,11.2,33.5,7.4,1.818,20.7,0.579,108.6,111.6,9.6,31.5,7.5,1.698,19.2,0.450
293,11/27/22,Boston Celtics,Washington Wizards,1,119.8,123.1,7.7,34.3,5.8,2.040,20.8,0.790,108.3,111.6,9.4,35.7,6.1,1.756,19.5,0.526
294,11/27/22,Detroit Pistons,Cleveland Cavaliers,0,109.8,108.8,11.8,31.3,6.6,1.500,22.9,0.238,114.8,117.9,10.1,33.8,6.1,1.612,20.3,0.632
295,11/27/22,New York Knicks,Memphis Grizzlies,0,114.2,109.4,12.4,33.7,7.4,1.692,22.4,0.474,115.1,110.3,13.6,34.5,6.9,1.679,19.9,0.579
296,11/27/22,Orlando Magic,Philadelphia 76ers,0,108.9,113.5,10.4,34.3,5.9,1.285,21.5,0.263,108.5,115.5,8.2,32.2,8.4,1.626,19.9,0.526
297,11/27/22,Milwaukee Bucks,Dallas Mavericks,1,111.8,110.0,11.9,37.1,7.1,1.587,19.3,0.722,108.7,115.1,7.8,30.7,8.2,1.645,20.9,0.500
298,11/28/22,Philadelphia 76ers,Atlanta Hawks,1,109.7,117.1,8.1,32.4,8.5,1.647,19.9,0.550,114.0,109.7,11.1,33.5,7.4,1.826,20.3,0.550
299,11/28/22,Washington Wizards,Minnesota Timberwolves,1,109.0,112.2,9.3,35.1,6.2,1.814,19.6,0.500,114.0,115.5,9.7,34.1,8.0,1.640,22.1,0.500
300,11/28/22,Boston Celtics,Charlotte Hornets,1,120.4,123.9,7.9,34.0,5.6,2.027,20.9,0.800,109.4,105.5,12.6,33.3,7.7,1.669,21.4,0.300
301,11/28/22,Brooklyn Nets,Orlando Magic,1,111.6,119.6,7.4,32.7,7.0,1.834,22.1,0.476,108.7,113.5,10.2,33.5,6.1,1.287,21.4,0.250
302,11/28/22,Toronto Raptors,Cleveland Cavaliers,1,111.4,108.1,13.8,30.6,10.4,1.772,20.7,0.526,114.2,117.6,10.1,33.7,5.9,1.583,20.3,0.650
303,11/28/22,New Orleans Pelicans,Oklahoma City Thunder,1,117.3,116.0,11.4,33.2,8.5,1.901,19.8,0.579,116.6,110.9,11.7,32.6,8.1,1.821,22.2,0.400
304,11/28/22,Denver Nuggets,Houston Rockets,1,114.5,117.6,10.5,33.2,7.2,1.814,19.5,0.632,110.2,110.1,13.5,33.4,8.0,1.196,21.2,0.263
305,11/28/22,Utah Jazz,Chicago Bulls,0,117.1,116.0,12.2,31.7,7.6,1.742,21.4,0.546,111.9,113.9,10.0,33.1,7.7,1.645,20.2,0.421
306,11/28/22,Sacramento Kings,Phoenix Suns,0,119.1,120.4,8.0,33.2,6.9,1.838,21.2,0.556,114.6,114.1,11.8,31.5,7.5,2.076,21.5,0.684
307,11/28/22,Los Angeles Lakers,Indiana Pacers,0,112.2,112.2,9.0,36.1,7.2,1.565,19.3,0.389,115.7,114.3,10.8,32.4,8.1,1.767,21.5,0.579
308,11/29/22,Detroit Pistons,New York Knicks,0,109.1,108.5,11.5,31.2,6.7,1.468,23.0,0.227,114.6,110.0,12.4,33.5,7.2,1.752,22.6,0.450
309,11/29/22,Dallas Mavericks,Golden State Warriors,1,109.1,115.6,7.7,30.4,8.1,1.652,20.7,0.474,117.8,119.8,9.0,33.2,7.4,1.747,23.1,0.524
310,11/29/22,Portland Trail Blazers,Los Angeles Clippers,0,109.7,114.8,10.6,32.2,6.8,1.510,19.3,0.550,106.4,114.7,7.9,35.1,6.6,1.412,20.2,0.571
311,11/30/22,Cleveland Cavaliers,Philadelphia 76ers,1,112.9,116.3,10.2,33.7,6.0,1.600,20.1,0.619,109.4,116.7,8.2,32.1,8.5,1.658,19.8,0.571
312,11/30/22,Orlando Magic,Atlanta Hawks,0,108.3,113.5,10.1,33.1,6.2,1.272,21.2,0.238,113.4,110.1,10.9,33.5,7.3,1.789,20.3,0.524
313,11/30/22,Boston Celtics,Miami Heat,1,121.3,124.9,7.9,33.8,5.8,2.054,20.8,0.810,108.4,111.8,9.4,31.9,7.5,1.712,19.0,0.476
314,11/30/22,Brooklyn Nets,Washington Wizards,1,111.5,119.8,7.4,32.8,7.0,1.794,22.0,0.500,110.5,113.4,9.1,34.7,6.5,1.879,19.9,0.524
315,11/30/22,New York Knicks,Milwaukee Bucks,0,115.8,111.1,12.6,33.5,7.3,1.774,22.4,0.476,112.5,111.1,11.7,36.8,7.2,1.607,19.5,0.737
316,11/30/22,Minnesota Timberwolves,Memphis Grizzlies,1,114.6,115.8,9.9,33.9,7.8,1.613,22.1,0.476,115.7,110.6,13.8,34.5,6.8,1.726,20.1,0.600
317,11/30/22,New Orleans Pelicans,Toronto Raptors,1,116.7,115.7,11.6,33.3,8.7,1.831,19.8,0.600,110.8,108.1,13.5,31.0,10.1,1.779,20.5,0.550
318,11/30/22,Oklahoma City Thunder,San Antonio Spurs,1,115.9,110.3,12.0,32.4,8.2,1.757,22.1,0.381,110.6,109.8,12.0,30.3,7.5,1.700,19.6,0.286
319,11/30/22,Denver Nuggets,Houston Rockets,1,115.2,118.3,10.7,33.1,7.2,1.832,19.6,0.650,110.3,110.4,13.5,33.0,7.8,1.209,21.1,0.250
320,11/30/22,Phoenix Suns,Chicago Bulls,1,115.0,114.4,11.8,31.6,7.6,2.041,21.5,0.700,112.0,113.6,10.2,33.3,7.6,1.671,20.1,0.450
321,11/30/22,Utah Jazz,Los Angeles Clippers,1,116.7,116.0,12.0,31.9,7.5,1.758,21.2,0.522,107.0,114.7,8.2,35.0,6.5,1.433,20.1,0.591
322,11/30/22,Sacramento Kings,Indiana Pacers,1,119.0,120.5,8.0,33.0,7.1,1.847,20.9,0.526,115.7,113.7,10.9,32.7,8.0,1.804,21.6,0.600
323,11/30/22,Los Angeles Lakers,Portland Trail Blazers,1,112.3,111.9,9.5,36.2,7.0,1.568,19.1,0.368,109.8,114.8,10.5,32.2,6.7,1.532,19.5,0.524
